Age,Gender,Hydration_Level,Oil_Level,Sensitivity,Humidity,Temperature,Skin_Type,Sleep_Hours,Water_Intake_L,Exercise,Stress_Level,Diet,Smoking,Alcohol,Skin_Health_Score
59,Male,High,Medium,Low,45.1,33.8,Dry,7,3.7,Moderate,Low,Balanced,No,Frequently,81
19,Male,Medium,High,Low,54.7,20.7,Oily,8,3.9,None,Medium,Balanced,No,Occasionally,64
59,Female,Low,Low,High,59.0,32.9,Dry,7,3.7,Moderate,Medium,Healthy,No,Occasionally,69
35,Female,Medium,Medium,Low,59.2,28.9,Combination,4,2.4,None,Low,Healthy,No,Frequently,45
32,Female,High,High,Low,33.7,31.0,Oily,4,1.4,Light,High,Healthy,No,Frequently,21
19,Female,High,High,Medium,35.8,30.3,Oily,5,3.0,Moderate,Medium,Balanced,No,Never,72
23,Female,Medium,Medium,Low,43.0,29.1,Normal,9,1.4,Regular,High,Balanced,No,Never,59
26,Male,Medium,Low,High,59.9,34.8,Dry,5,3.4,Moderate,Medium,Mixed,No,Occasionally,55
44,Female,Medium,Medium,Low,50.7,35.6,Normal,8,3.0,None,Medium,Junk,Yes,Never,41
37,Female,Medium,Medium,High,58.4,19.8,Oily,8,1.3,None,Low,Mixed,No,Never,53
21,Female,Medium,Medium,Low,68.6,28.6,Normal,5,2.2,Regular,Medium,Mixed,No,Frequently,48
52,Female,Medium,Medium,Low,41.2,36.9,Normal,4,2.5,None,Medium,Balanced,No,Never,33
18,Male,Low,Low,Medium,81.3,21.0,Dry,4,2.1,Light,High,Mixed,No,Never,26
51,Female,Medium,High,Low,39.4,20.2,Oily,4,1.0,Moderate,High,Balanced,No,Never,22
18,Male,Medium,Medium,Low,76.4,19.8,Normal,8,3.3,Moderate,High,Healthy,No,Frequently,66
55,Female,High,Medium,Low,48.3,28.8,Combination,9,2.0,Moderate,High,Healthy,Yes,Frequently,47
48,Female,Low,Low,Medium,75.5,29.8,Oily,6,3.1,Light,Low,Healthy,Yes,Frequently,44
24,Male,High,High,Low,40.5,28.0,Oily,8,3.9,Light,High,Healthy,No,Occasionally,69
22,Female,High,High,Low,51.8,25.5,Oily,8,2.8,Light,Medium,Mixed,Yes,Never,60
21,Male,Low,Medium,High,73.6,32.1,Dry,8,3.7,Moderate,Low,Healthy,No,Never,97
36,Male,Medium,Low,Medium,55.0,19.4,Dry,6,3.1,Regular,Medium,Mixed,No,Frequently,62
37,Male,Low,Medium,High,26.0,23.9,Sensitive,5,2.9,Regular,Medium,Healthy,No,Never,61
44,Male,Medium,Medium,Low,72.2,37.5,Normal,6,2.7,Light,High,Balanced,Yes,Never,36
29,Male,Low,Low,Low,58.7,28.4,Dry,7,1.3,None,High,Junk,No,Frequently,3
58,Female,Low,Low,High,81.8,32.3,Dry,4,2.5,Moderate,High,Healthy,No,Occasionally,30
34,Female,Low,High,Medium,78.6,37.6,Oily,7,4.0,Regular,Low,Mixed,No,Occasionally,82
33,Male,High,High,High,82.8,24.2,Oily,5,1.8,Light,High,Healthy,Yes,Never,19
38,Male,Low,Medium,Medium,65.1,21.7,Combination,7,4.0,Moderate,High,Mixed,No,Never,60
43,Male,Medium,Low,High,62.3,26.8,Sensitive,7,3.6,Moderate,High,Healthy,No,Never,73
23,Male,Medium,Medium,Low,63.3,25.2,Normal,4,2.2,Regular,High,Balanced,No,Frequently,30
26,Male,Medium,Medium,Low,68.6,35.6,Oily,7,2.6,Regular,Low,Balanced,No,Occasionally,89
40,Male,High,Medium,High,64.6,23.5,Oily,6,2.9,None,Low,Mixed,No,Occasionally,58
53,Male,Medium,Medium,Low,52.8,18.1,Normal,9,2.3,Light,Low,Balanced,No,Occasionally,81
29,Male,Medium,Medium,Low,41.6,34.0,Normal,8,1.1,Moderate,Low,Mixed,No,Never,71
20,Male,Medium,Low,Low,70.0,19.6,Dry,9,1.6,Regular,Low,Balanced,No,Occasionally,83
45,Male,Low,Medium,Medium,33.5,32.3,Combination,9,3.6,Light,High,Healthy,No,Occasionally,62
56,Female,Medium,Medium,Low,60.5,30.1,Normal,4,1.2,Regular,Low,Healthy,No,Frequently,47
25,Male,Medium,Low,High,53.0,31.0,Dry,7,1.1,Regular,High,Mixed,Yes,Never,31
57,Male,Medium,Medium,Low,59.9,23.7,Combination,9,2.4,Moderate,High,Junk,No,Never,50
39,Male,Medium,Medium,Medium,35.0,28.6,Oily,7,2.6,None,Low,Balanced,No,Occasionally,68
25,Female,Low,Low,Low,61.9,37.5,Dry,5,1.4,Light,Medium,Mixed,No,Never,34
49,Male,Medium,Medium,Low,54.1,34.8,Normal,4,2.3,Moderate,High,Junk,No,Occasionally,16
18,Female,Medium,Medium,High,26.9,21.4,Combination,6,3.0,Light,High,Healthy,Yes,Frequently,27
25,Female,Medium,Medium,Low,72.4,25.7,Normal,9,3.3,Moderate,High,Healthy,No,Never,83
46,Female,Medium,Low,High,84.0,36.6,Dry,9,3.2,Regular,Low,Balanced,No,Occasionally,91
27,Female,Low,Low,Low,27.8,36.8,Dry,9,2.6,Light,High,Healthy,No,Occasionally,57
57,Male,Medium,Medium,Low,42.3,35.1,Normal,8,1.2,None,Low,Healthy,No,Occasionally,56
18,Female,Low,Low,Medium,79.7,25.5,Sensitive,9,2.1,Regular,Medium,Balanced,No,Occasionally,78
32,Female,Medium,Medium,Low,74.2,35.6,Oily,6,3.7,Moderate,High,Healthy,No,Occasionally,63
45,Male,Medium,High,Medium,79.9,20.2,Oily,8,3.3,Regular,High,Balanced,No,Never,76
54,Female,Medium,Medium,Low,45.5,23.2,Normal,7,3.6,Moderate,High,Mixed,No,Never,58
19,Male,Medium,High,High,47.2,23.6,Oily,7,2.4,None,Low,Healthy,No,Never,76
47,Male,High,High,Medium,84.7,33.1,Oily,7,3.0,None,Low,Balanced,Yes,Never,66
29,Female,Low,High,High,67.3,31.4,Oily,7,1.1,Moderate,Low,Mixed,No,Never,60
46,Male,Medium,Medium,Low,75.0,37.9,Normal,7,2.2,Light,Low,Mixed,No,Never,73
22,Male,Low,High,High,80.3,27.5,Sensitive,9,1.4,Moderate,Low,Balanced,No,Occasionally,70
21,Female,High,Low,High,56.0,36.7,Sensitive,7,2.8,Light,Low,Balanced,No,Never,82
40,Male,Medium,Medium,Low,81.6,30.1,Normal,5,2.4,Moderate,Medium,Junk,No,Occasionally,42
34,Male,High,High,Low,28.5,27.5,Oily,8,3.6,Moderate,Low,Healthy,No,Never,100
19,Male,High,Medium,Medium,33.8,21.6,Combination,5,3.6,Regular,Low,Mixed,No,Occasionally,75
59,Male,Medium,Medium,Low,31.4,19.5,Normal,7,3.5,Moderate,Medium,Balanced,Yes,Never,61
21,Female,Medium,Low,Medium,75.2,26.1,Dry,8,1.7,Light,High,Mixed,Yes,Never,30
29,Male,Low,Low,High,59.1,29.0,Dry,4,4.0,Regular,Low,Balanced,No,Never,67
52,Male,Medium,Medium,High,70.6,36.4,Sensitive,4,2.2,Light,High,Healthy,No,Never,29
36,Male,Medium,High,Low,41.8,29.6,Oily,4,3.6,Moderate,Medium,Mixed,No,Never,56
18,Male,Low,High,High,80.8,23.2,Sensitive,5,3.6,Moderate,Medium,Junk,No,Occasionally,37
56,Male,Medium,High,Medium,57.5,19.7,Dry,8,1.4,Light,Low,Healthy,Yes,Never,59
21,Male,High,Medium,Medium,52.2,30.9,Combination,5,2.4,Light,Medium,Balanced,No,Never,63
58,Female,Medium,Low,Medium,43.1,18.1,Dry,9,2.5,Light,Medium,Junk,No,Never,62
24,Male,Medium,Medium,Low,35.0,33.4,Normal,6,3.3,Regular,High,Healthy,No,Never,71
20,Male,Low,High,Medium,35.4,37.1,Dry,5,2.1,None,High,Junk,No,Never,9
25,Male,Medium,Medium,High,66.0,18.7,Sensitive,7,2.7,Regular,High,Healthy,No,Occasionally,68
33,Male,Medium,Low,High,34.8,26.5,Sensitive,4,3.4,None,Medium,Mixed,Yes,Never,20
35,Female,Medium,Low,High,70.1,25.9,Dry,8,2.8,None,Low,Healthy,Yes,Never,61
48,Female,Medium,Medium,High,48.0,29.9,Oily,6,2.9,Moderate,High,Balanced,Yes,Never,30
29,Female,High,Medium,Low,68.4,20.6,Oily,7,3.6,Light,Low,Mixed,No,Frequently,74
42,Male,Low,High,Low,62.2,20.4,Sensitive,5,1.1,Moderate,Low,Mixed,No,Never,52
26,Female,Low,Low,Medium,38.8,24.6,Dry,4,2.0,Light,Medium,Healthy,No,Never,48
60,Male,Medium,Medium,Low,51.5,36.3,Normal,7,2.9,Light,Medium,Healthy,No,Never,71
27,Male,Medium,Medium,Low,39.2,34.4,Normal,9,3.4,Light,High,Mixed,No,Occasionally,57
37,Female,Medium,Medium,Low,50.9,30.7,Normal,8,1.6,Light,Low,Healthy,No,Never,78
24,Female,Low,Low,High,68.0,31.3,Sensitive,7,1.8,Regular,Low,Balanced,No,Occasionally,68
30,Male,Medium,High,High,72.6,20.7,Sensitive,5,1.1,Moderate,Medium,Healthy,No,Never,50
31,Female,Low,Medium,High,48.5,29.1,Combination,5,1.6,Light,High,Balanced,No,Occasionally,18
43,Male,Medium,Medium,Medium,35.3,26.2,Combination,8,3.3,Regular,Medium,Healthy,Yes,Occasionally,75
35,Male,High,High,Medium,61.3,31.1,Oily,7,1.5,Moderate,Low,Balanced,No,Frequently,66
21,Female,Medium,High,Low,27.4,32.3,Oily,8,1.2,Regular,Low,Healthy,No,Never,90
29,Male,Medium,Low,High,38.3,35.0,Dry,9,1.1,Regular,High,Healthy,No,Never,64
35,Female,Medium,Low,High,53.4,26.7,Dry,5,2.2,Light,Medium,Junk,No,Never,37
47,Male,Low,Low,Medium,33.8,22.5,Dry,4,1.6,Regular,Low,Balanced,No,Frequently,35
34,Female,Medium,Medium,Medium,33.2,22.0,Combination,4,2.2,Light,High,Healthy,No,Never,40
48,Female,Medium,Medium,Low,53.6,26.4,Normal,4,2.3,Moderate,High,Balanced,No,Frequently,25
35,Female,Medium,Medium,Medium,76.5,20.0,Combination,8,2.3,Regular,High,Balanced,No,Never,71
29,Male,Medium,High,Medium,43.5,33.4,Sensitive,4,3.3,Light,Low,Balanced,No,Never,68
42,Female,High,Low,Low,42.6,28.7,Oily,9,1.7,Regular,Low,Balanced,No,Occasionally,85
30,Female,Medium,Medium,Low,64.2,37.6,Combination,4,2.8,Light,High,Balanced,No,Occasionally,29
29,Male,Medium,High,Medium,26.0,34.0,Oily,8,3.3,Moderate,Low,Mixed,No,Never,94
58,Female,Medium,Medium,Low,52.3,37.1,Combination,8,1.8,Light,Low,Mixed,No,Occasionally,62
59,Female,Medium,Medium,High,32.9,35.5,Sensitive,5,2.2,Regular,High,Mixed,No,Never,41
23,Female,High,Medium,High,59.3,36.8,Combination,5,2.4,Regular,Low,Mixed,No,Never,73
20,Female,Medium,Medium,Low,75.3,25.7,Normal,6,3.9,Light,High,Balanced,No,Never,57
33,Female,Medium,High,Low,48.8,30.9,Oily,9,1.6,Regular,Medium,Mixed,Yes,Never,55
29,Male,High,High,Medium,41.9,19.6,Oily,4,3.3,Moderate,Medium,Balanced,No,Occasionally,62
56,Male,High,High,Low,65.8,21.4,Oily,8,3.1,Regular,Medium,Balanced,No,Occasionally,86
58,Female,High,Medium,High,43.2,20.8,Combination,4,3.1,None,Medium,Balanced,No,Occasionally,38
43,Female,Low,Low,Low,29.2,33.3,Dry,8,3.8,Moderate,High,Balanced,Yes,Never,50
50,Male,Medium,Medium,Low,59.0,28.7,Normal,5,2.5,Moderate,Medium,Balanced,Yes,Never,45
32,Female,Medium,Medium,Medium,74.3,24.2,Dry,6,1.5,Moderate,Low,Healthy,No,Never,74
33,Male,Medium,Medium,Low,39.2,24.5,Normal,9,4.0,Moderate,Low,Healthy,No,Occasionally,100
46,Male,High,Low,Low,45.4,28.8,Sensitive,5,1.0,Light,Medium,Healthy,Yes,Never,35
35,Male,High,Medium,Low,72.0,31.9,Combination,9,1.2,Regular,Low,Balanced,Yes,Never,79
42,Female,Medium,Medium,Low,65.7,24.9,Normal,9,2.6,Regular,High,Junk,No,Occasionally,54
55,Male,High,High,Low,25.1,36.8,Sensitive,4,1.3,None,Medium,Healthy,No,Never,29
31,Male,Medium,Medium,Low,57.4,28.4,Normal,4,2.4,Moderate,Medium,Balanced,No,Never,58
36,Female,Medium,Medium,Low,64.6,18.4,Combination,5,2.5,Moderate,High,Junk,No,Occasionally,29
35,Male,Low,Low,High,31.7,30.0,Dry,7,3.6,Light,Medium,Balanced,No,Never,68
19,Male,Medium,Medium,Low,52.4,30.7,Normal,5,4.0,Moderate,Medium,Junk,No,Never,55
56,Female,Medium,Medium,Low,36.0,23.1,Normal,8,3.0,Regular,High,Healthy,No,Occasionally,75
60,Male,High,High,Low,26.1,19.8,Oily,5,3.9,Moderate,Low,Healthy,Yes,Never,67
21,Male,Medium,Medium,Low,63.9,27.0,Normal,5,3.8,Light,Medium,Healthy,No,Occasionally,59
40,Female,High,High,Medium,67.0,34.3,Oily,6,3.3,Light,Low,Healthy,No,Occasionally,88
50,Male,Medium,Low,High,39.9,25.4,Dry,9,2.2,Light,Low,Healthy,No,Never,90
47,Female,Low,High,Low,74.0,37.4,Oily,9,3.7,None,Low,Healthy,No,Never,78
44,Male,Low,Low,Medium,80.9,29.7,Dry,5,1.6,Light,Medium,Balanced,Yes,Occasionally,22
27,Male,High,High,High,49.0,28.3,Oily,9,2.5,Moderate,Medium,Mixed,No,Never,81
51,Male,High,Medium,High,73.8,19.9,Dry,5,2.8,Regular,High,Balanced,No,Never,46
19,Male,Medium,Medium,Low,83.7,32.0,Sensitive,7,1.4,Moderate,Medium,Healthy,No,Occasionally,67
32,Male,High,High,Low,43.0,18.3,Sensitive,8,3.4,Moderate,Low,Balanced,No,Never,100
57,Female,Medium,Medium,Low,75.0,25.7,Normal,5,3.2,Moderate,Medium,Healthy,No,Occasionally,64
59,Male,Low,Low,Medium,59.2,27.7,Dry,7,2.3,Regular,Low,Junk,No,Occasionally,61
54,Male,Medium,Medium,Low,76.4,26.0,Normal,5,3.6,None,Medium,Healthy,Yes,Never,37
44,Male,Medium,High,High,53.8,33.2,Sensitive,9,3.7,Moderate,High,Mixed,No,Never,66
49,Female,Low,Low,Low,36.7,31.2,Dry,6,3.6,None,Low,Balanced,No,Never,60
40,Male,Low,High,Medium,83.0,20.9,Oily,6,3.5,Regular,Medium,Mixed,No,Never,68
31,Female,Low,Low,Medium,84.8,23.5,Dry,7,1.9,Moderate,High,Balanced,No,Occasionally,41
44,Male,Medium,Medium,Low,80.4,35.7,Combination,9,3.5,Moderate,Low,Mixed,No,Never,92
53,Female,Medium,High,Low,57.3,24.9,Dry,6,2.1,Light,Low,Balanced,No,Occasionally,66
18,Female,High,High,High,44.3,34.7,Oily,6,1.8,Regular,Medium,Balanced,No,Never,64
21,Female,Low,Medium,Low,42.1,29.8,Combination,4,3.2,Light,Low,Balanced,Yes,Frequently,30
56,Male,Medium,Low,Medium,48.0,33.4,Dry,9,3.2,Light,Medium,Mixed,No,Occasionally,69
58,Male,Medium,Medium,Low,57.1,18.2,Normal,7,2.0,Moderate,Low,Junk,No,Occasionally,65
56,Male,High,Low,High,50.1,22.0,Sensitive,5,2.8,Moderate,Low,Healthy,Yes,Frequently,49
45,Female,Medium,Low,Medium,83.1,29.9,Dry,4,3.9,Regular,Medium,Balanced,No,Occasionally,62
58,Female,Low,Low,Medium,76.4,20.9,Sensitive,7,2.1,None,Medium,Balanced,No,Never,56
43,Male,Low,Low,Medium,42.7,27.1,Dry,9,3.0,Light,Low,Healthy,Yes,Occasionally,75
48,Female,Medium,High,Medium,72.4,35.3,Oily,9,3.7,Regular,High,Junk,No,Occasionally,54
42,Male,High,Medium,Medium,68.8,29.5,Combination,7,3.6,Moderate,Medium,Balanced,Yes,Never,72
54,Female,Medium,Low,High,33.3,25.7,Sensitive,9,2.6,None,Medium,Mixed,Yes,Never,42
51,Female,High,Low,Medium,48.8,22.8,Dry,4,2.1,None,Medium,Balanced,No,Never,43
18,Male,Low,Low,Low,34.9,34.1,Dry,5,2.9,None,Low,Balanced,No,Occasionally,50
47,Female,Medium,Medium,Low,66.8,25.3,Normal,4,2.7,Regular,High,Healthy,No,Never,42
26,Female,High,High,Low,44.3,34.2,Oily,9,2.8,None,Low,Mixed,Yes,Never,64
39,Male,Medium,Medium,Low,32.5,18.3,Normal,8,1.4,Moderate,Medium,Balanced,No,Never,72
36,Female,Medium,High,Medium,66.1,21.0,Oily,7,2.8,None,Medium,Balanced,No,Occasionally,55
44,Male,Medium,High,Low,76.8,21.1,Oily,7,3.7,Moderate,Low,Balanced,Yes,Never,77
19,Male,Medium,Low,Low,65.8,30.7,Oily,4,2.3,Regular,Low,Healthy,No,Never,74
26,Male,Low,Medium,Low,51.5,23.3,Oily,9,2.1,Light,Medium,Healthy,No,Never,80
55,Male,Medium,High,Medium,70.5,36.6,Oily,9,2.7,Light,High,Junk,Yes,Never,28
45,Female,Low,Medium,High,67.8,27.9,Oily,9,3.0,Moderate,Medium,Healthy,No,Never,85
33,Female,High,Medium,Low,57.5,22.9,Combination,4,3.4,None,Low,Healthy,No,Never,63
30,Male,Medium,Medium,Low,61.2,27.6,Normal,9,1.4,Moderate,High,Healthy,No,Occasionally,55
38,Male,Medium,Medium,Medium,47.6,35.2,Combination,9,1.6,Light,Medium,Healthy,Yes,Never,59
52,Female,Medium,Medium,Low,27.8,22.8,Normal,5,1.1,None,Medium,Healthy,No,Never,37
29,Female,Medium,High,Medium,61.3,28.5,Oily,8,1.0,Moderate,Low,Balanced,No,Occasionally,76
39,Male,Low,Medium,High,59.1,30.2,Sensitive,4,1.6,Regular,Low,Healthy,Yes,Occasionally,32
31,Male,Medium,High,High,34.0,20.6,Dry,7,2.4,Light,High,Balanced,No,Occasionally,47
43,Female,High,Medium,Low,73.2,18.1,Sensitive,8,2.1,Light,High,Balanced,No,Occasionally,65
37,Male,Medium,Medium,Low,30.1,34.5,Normal,9,2.4,Regular,Medium,Healthy,No,Never,97
45,Female,Medium,Medium,High,35.0,27.1,Combination,5,2.1,Regular,High,Balanced,No,Occasionally,42
43,Male,High,Medium,Medium,63.1,33.9,Combination,7,3.6,Regular,High,Mixed,No,Never,72
56,Female,Medium,Medium,Low,37.5,28.5,Normal,5,3.9,Moderate,Medium,Balanced,No,Never,61
56,Male,High,High,Low,69.4,35.8,Oily,6,1.0,Light,Medium,Mixed,No,Never,50
45,Female,Low,Medium,Medium,78.6,20.0,Oily,4,1.5,Moderate,Medium,Junk,No,Never,25
24,Female,Medium,Medium,Low,58.7,24.8,Normal,6,1.0,Moderate,Low,Balanced,No,Frequently,52
26,Male,High,Medium,High,79.9,36.8,Combination,6,1.5,Regular,Medium,Balanced,No,Occasionally,61
49,Male,High,Medium,High,33.5,37.3,Combination,5,2.4,Moderate,Medium,Healthy,No,Frequently,50
22,Female,Medium,Medium,Low,48.1,19.5,Normal,9,1.6,Regular,Medium,Balanced,No,Occasionally,73
56,Female,High,High,Low,51.6,23.4,Oily,7,1.6,Moderate,Low,Healthy,No,Frequently,65
30,Female,Low,Medium,High,28.6,35.6,Combination,7,1.3,Moderate,Low,Balanced,No,Never,67
50,Female,Medium,Medium,High,56.4,26.0,Sensitive,6,3.3,Light,Medium,Healthy,Yes,Never,52
35,Male,Low,Low,Medium,73.6,34.2,Dry,5,1.9,None,Low,Balanced,No,Never,37
34,Female,High,High,Medium,42.8,20.9,Oily,5,1.6,Moderate,Medium,Balanced,No,Never,53
48,Male,Medium,Medium,Low,82.5,26.2,Combination,4,3.6,Light,High,Healthy,No,Occasionally,32
29,Male,Medium,Medium,High,27.9,30.2,Combination,8,1.7,Regular,High,Healthy,No,Never,62
18,Female,Medium,Medium,Low,74.4,27.5,Normal,7,3.6,Regular,High,Junk,No,Never,56
53,Female,Low,Low,Medium,42.9,36.3,Dry,7,1.6,Regular,Medium,Mixed,No,Never,52
54,Female,Medium,Medium,Low,63.3,22.5,Normal,6,3.0,Regular,Medium,Balanced,No,Never,75
18,Male,Medium,Medium,Medium,33.8,35.4,Combination,4,3.4,Regular,Medium,Balanced,Yes,Never,51
35,Male,Medium,Medium,Low,75.7,21.1,Normal,5,1.3,Regular,Medium,Balanced,No,Never,55
41,Male,Medium,Medium,Low,29.0,36.0,Normal,9,1.8,Regular,Medium,Healthy,No,Never,84
26,Female,High,Medium,Medium,66.8,34.1,Combination,6,1.3,Moderate,Low,Mixed,No,Occasionally,59
59,Female,Medium,Medium,High,62.4,23.6,Combination,7,2.3,Moderate,High,Healthy,Yes,Never,47
18,Female,High,Medium,High,79.9,19.7,Oily,4,3.9,Moderate,High,Mixed,No,Never,41
27,Female,Medium,Medium,High,43.7,30.5,Combination,8,3.5,Regular,High,Healthy,No,Never,81
48,Male,Medium,Medium,Low,55.2,29.6,Normal,5,3.7,Light,Medium,Balanced,No,Occasionally,55
45,Female,High,Medium,High,62.7,27.0,Combination,9,3.7,Light,Medium,Balanced,No,Never,89
46,Female,Medium,Medium,Low,43.8,29.9,Normal,4,4.0,Regular,Medium,Balanced,No,Never,58
47,Male,Low,High,Low,59.9,25.4,Oily,8,3.3,Moderate,Low,Mixed,No,Never,83
46,Female,Low,Medium,Low,53.7,19.6,Oily,5,2.8,Moderate,Low,Junk,No,Occasionally,44
39,Male,Medium,Medium,Low,73.4,20.0,Normal,8,2.9,Moderate,Medium,Mixed,No,Never,80
26,Male,Medium,Medium,Low,54.3,36.3,Normal,7,3.1,Regular,Medium,Junk,No,Never,71
48,Male,Medium,Medium,Low,33.6,29.1,Normal,5,1.7,Regular,Medium,Junk,No,Never,34
20,Male,Low,Medium,Medium,54.4,27.2,Combination,8,2.2,Moderate,Medium,Healthy,Yes,Never,69
46,Male,Medium,Medium,Low,69.4,33.3,Combination,9,3.7,Light,Low,Balanced,No,Occasionally,84
46,Male,High,High,Medium,65.5,32.8,Oily,8,1.8,Regular,Low,Balanced,Yes,Never,66
22,Female,Medium,High,High,67.1,33.1,Dry,5,3.9,Regular,High,Healthy,No,Never,58
58,Female,High,Medium,High,29.5,18.7,Combination,9,2.3,Regular,Medium,Balanced,Yes,Never,74
37,Female,Medium,High,High,59.5,23.9,Oily,5,3.5,Moderate,High,Junk,No,Never,32
26,Female,Medium,Medium,Low,70.5,28.1,Normal,5,3.6,Light,High,Balanced,No,Never,49
60,Male,Medium,Medium,Low,39.0,28.2,Normal,8,3.3,Light,Low,Balanced,No,Never,89
60,Female,Medium,Medium,Low,84.8,22.5,Normal,5,1.9,Light,High,Balanced,No,Occasionally,18
52,Male,Medium,Medium,Low,72.8,18.5,Normal,7,3.7,Light,High,Mixed,No,Never,55
25,Female,High,Medium,Medium,57.7,31.0,Combination,9,2.5,Regular,High,Balanced,No,Never,79
18,Male,Low,High,High,49.3,29.0,Sensitive,9,3.5,Light,High,Healthy,No,Occasionally,64
48,Female,Medium,Medium,Low,28.5,29.8,Normal,8,1.6,Moderate,Medium,Healthy,Yes,Never,56
26,Female,High,Medium,Low,81.1,34.2,Oily,7,3.9,Moderate,High,Mixed,No,Occasionally,63
29,Male,Medium,Medium,Low,36.3,25.5,Normal,7,1.4,Regular,High,Balanced,Yes,Never,39
43,Male,High,High,Low,75.9,20.6,Oily,9,3.1,Light,Medium,Balanced,No,Frequently,79
46,Female,Medium,Medium,Low,78.5,27.8,Normal,8,3.2,None,High,Balanced,No,Occasionally,46
43,Male,Low,Medium,Low,76.5,19.3,Oily,6,3.6,Regular,Medium,Balanced,Yes,Never,57
25,Female,High,High,Low,60.1,33.0,Oily,9,3.7,Light,Medium,Balanced,No,Never,88
49,Female,High,High,Low,27.7,22.3,Oily,8,2.0,Regular,Medium,Balanced,No,Occasionally,80
35,Female,Medium,High,High,33.4,28.7,Sensitive,8,1.7,None,Medium,Healthy,No,Never,55
35,Female,High,Medium,Low,47.4,27.6,Combination,8,3.5,None,Low,Healthy,No,Never,93
47,Female,Low,High,Low,60.0,23.7,Oily,7,2.5,Moderate,Low,Healthy,No,Occasionally,79
21,Male,Medium,Low,Medium,43.7,29.6,Dry,6,1.3,None,Low,Balanced,No,Occasionally,50
18,Female,Low,Medium,High,52.4,18.9,Combination,9,2.2,Moderate,Medium,Healthy,No,Occasionally,77
59,Male,Low,Low,Low,80.5,32.4,Dry,6,3.8,Light,Medium,Healthy,No,Never,62
29,Female,High,High,High,79.6,18.4,Sensitive,6,3.7,None,Low,Healthy,No,Never,77
44,Female,Low,Low,High,59.0,18.4,Dry,7,2.3,Light,High,Balanced,No,Occasionally,44
20,Male,Low,High,Medium,64.9,18.9,Sensitive,7,1.4,None,High,Mixed,No,Occasionally,17
31,Female,Medium,Medium,Low,37.5,29.5,Normal,5,1.7,Light,Low,Balanced,Yes,Occasionally,32
33,Female,High,High,Low,38.0,21.7,Oily,7,1.9,Regular,Medium,Balanced,No,Never,76
45,Female,Low,Low,High,82.0,23.0,Dry,7,2.9,Moderate,High,Mixed,No,Never,52
58,Female,Low,Low,Medium,71.5,24.7,Dry,5,4.0,Regular,Medium,Mixed,No,Never,57
42,Male,Medium,High,Low,80.0,26.3,Oily,4,1.8,Regular,Medium,Healthy,Yes,Occasionally,30
36,Female,Medium,Medium,Medium,51.1,24.4,Combination,5,2.0,Moderate,Medium,Mixed,No,Occasionally,55
54,Female,Low,Medium,Medium,37.2,36.2,Combination,7,2.5,Moderate,Low,Balanced,No,Occasionally,76
59,Female,High,High,High,38.5,23.4,Sensitive,9,1.9,Moderate,Medium,Balanced,No,Never,72
24,Female,Low,Medium,Medium,58.9,29.8,Combination,5,2.8,Regular,High,Mixed,No,Never,45
32,Male,Medium,Low,Low,52.7,18.6,Dry,4,2.5,Light,Low,Healthy,No,Occasionally,63
18,Male,High,High,High,79.2,18.4,Oily,5,2.2,Light,Low,Healthy,No,Never,77
30,Female,Medium,Medium,Medium,36.0,30.8,Combination,5,3.2,Regular,Medium,Balanced,No,Never,72
31,Male,Medium,Medium,Low,52.6,33.0,Normal,8,3.6,Moderate,High,Healthy,No,Never,78
60,Male,Low,Low,High,67.2,25.7,Sensitive,6,2.7,None,Medium,Junk,No,Occasionally,23
32,Male,High,Low,High,31.4,25.0,Oily,8,1.1,Moderate,Medium,Balanced,No,Never,74
23,Male,Medium,High,Medium,65.0,34.7,Oily,9,3.4,Regular,Low,Mixed,No,Occasionally,96
34,Male,Low,Medium,Medium,54.6,22.3,Combination,4,4.0,Regular,Low,Balanced,Yes,Never,57
55,Male,Low,Medium,Medium,64.4,36.5,Combination,4,1.5,Moderate,High,Junk,Yes,Never,0
20,Male,High,Low,Medium,33.7,37.1,Sensitive,5,1.8,Regular,High,Balanced,No,Never,41
31,Female,Low,Low,High,65.3,27.7,Dry,8,1.3,Regular,Medium,Healthy,No,Never,73
23,Female,Medium,Medium,Low,65.9,36.5,Dry,4,4.0,Light,Medium,Junk,No,Frequently,28
59,Male,Low,High,Medium,62.9,24.3,Oily,7,3.8,None,High,Healthy,No,Occasionally,42
49,Female,Medium,High,Low,72.3,19.6,Oily,9,2.5,Moderate,Low,Junk,No,Never,74
28,Male,Medium,Medium,Low,32.1,23.7,Normal,4,1.2,Light,High,Healthy,No,Never,27
60,Male,Medium,High,Low,35.0,24.5,Oily,9,2.5,Light,Low,Healthy,No,Never,93
22,Female,Medium,Medium,Low,60.8,30.3,Normal,8,2.6,Regular,Medium,Balanced,No,Frequently,75
32,Male,Low,High,High,45.4,27.0,Dry,9,3.8,Light,Medium,Balanced,Yes,Occasionally,55
46,Male,Medium,Medium,Low,48.4,20.7,Normal,9,2.1,Light,Low,Junk,No,Occasionally,62
36,Female,Low,High,Medium,63.9,37.2,Dry,5,1.8,Regular,Medium,Mixed,No,Never,46
44,Female,Medium,Medium,Low,28.5,23.4,Normal,4,2.5,Moderate,Low,Balanced,No,Occasionally,57
